Vardas                   Pavarde                    ND1       ND2       ND3       ND4       ND5       ND6       ND7      Egz.
Vardas1617           Pavarde1617                      7         5         6         6        10         1         9        10
Vardas1618           Pavarde1618                      4         1         9         1         8         1         5         4
Vardas1619           Pavarde1619                      3        10         4        10         3         6         6         6
Vardas1620           Pavarde1620                      9         3         6         9         4         4         4         3
Vardas1621           Pavarde1621                      9         2         3         5         6         4        10        10
Vardas1622           Pavarde1622                      6        10         7         1         7         1         1         4
Vardas1623           Pavarde1623                      7         3         4         2         4         4         7         2
Vardas1624           Pavarde1624                      2         3         1         3         1         8         1         3
Vardas1625           Pavarde1625                      5        10        10         9         2         8         4         8
Vardas1626           Pavarde1626                      4         2         5         2         2         6         2         1
Vardas1627           Pavarde1627                      1         4        10         1         4         5         6         3
Vardas1628           Pavarde1628                      7        10         1         8         3         3        10         7
Vardas1629           Pavarde1629                      3         4         8         7         8         4         8         9
Vardas1630           Pavarde1630                     10         6         3         3         6         7         9         3
Vardas1631           Pavarde1631                      3         3        10         8        10         5         5         7
Vardas1632           Pavarde1632                      9         7         3         4         2         3         4         1
Vardas1633           Pavarde1633                      9         6         6        10         6         7         2         6
Vardas1634           Pavarde1634                      1         7         3         2         2         9        10         9
Vardas1635           Pavarde1635                      6         3         4         2         2        10         3         5
Vardas1636           Pavarde1636                      3         3         8         1         9         4         5         9
Vardas1637           Pavarde1637                      4         3         1         7         9         4         4         3
Vardas1638           Pavarde1638                      2         3        10         8         6         7         9         8
Vardas1639           Pavarde1639                     10         3         3         4         5         3        10         2
Vardas1640           Pavarde1640                      3         5         1         8         1        10         5         4
Vardas1641           Pavarde1641                      1         4         5         2         5         3         5         2
Vardas1642           Pavarde1642                      2         5         2         8         6        10         1         3
Vardas1643           Pavarde1643                     10         1        10         1         2         6         9         5
Vardas1644           Pavarde1644                      6        10         8         9         3         9         9        10
Vardas1645           Pavarde1645                      6         6         2         9         5        10         6         3
Vardas1646           Pavarde1646                      5         5         8         7        10        10         1         1
Vardas1647           Pavarde1647                      7        10         3         5         1        10        10        10
Vardas1648           Pavarde1648                      1         9        10         2         4         4         9         9
Vardas1649           Pavarde1649                      2         2        10         8         4         4        10         6
Vardas1650           Pavarde1650                      7         4         4         6        10         8         1         8
Vardas1651           Pavarde1651                      7         9         5         5         1         6         8         6
Vardas1652           Pavarde1652                      4         2         8         9         4         7         5         1
Vardas1653           Pavarde1653                      9         2         8         7         4         6         7         1
Vardas1654           Pavarde1654                      9        10         8         5         5        10         6         7
Vardas1655           Pavarde1655                      1         6         9         5         7         5         2         3
Vardas1656           Pavarde1656                      2         1         5         1        10        10         6         4
Vardas1657           Pavarde1657                      5         2         1         3         2         5         9         5
Vardas1658           Pavarde1658                      7         6        10         9         8         1         2         6
Vardas1659           Pavarde1659                      7         7         7         1         7         5         8         8
Vardas1660           Pavarde1660                      2         5         2         7         3         9         2         6
Vardas1661           Pavarde1661                      5         1         4         2         1         5         9         2
Vardas1662           Pavarde1662                      5         1         3         4        10         3         6         5
Vardas1663           Pavarde1663                      7         6         3         6         7         4         7         4
Vardas1664           Pavarde1664                      1         4        10         7         4         6         3         7
Vardas1665           Pavarde1665                      9         3        10        10         8        10         4         7
Vardas1666           Pavarde1666                      6         6         9        10         8         2         7         3
Vardas1667           Pavarde1667                      2         8         1         4         6         7         9         1
Vardas1668           Pavarde1668                      5         1         8         5         6         1         6         8
Vardas1669           Pavarde1669                      8         8         7         4         6         6         9         8
Vardas1670           Pavarde1670                      5         6         5         9         3         1         5         7
Vardas1671           Pavarde1671                     10         4         8         5         8         7         3         5
Vardas1672           Pavarde1672                      5         1         3         8         2         4         4         1
Vardas1673           Pavarde1673                      6         2         7         7        10         6         5         9
Vardas1674           Pavarde1674                      6         1         8         8         8         3         6         2
Vardas1675           Pavarde1675                      5         1         7         5         5        10         4        10
Vardas1676           Pavarde1676                      1         5         7         1         6        10         4         6
Vardas1677           Pavarde1677                      1         2         9        10         4         2         5         2
Vardas1678           Pavarde1678                      3        10         8         5         2         5         7         1
Vardas1679           Pavarde1679                     10         1         2         9         7        10         9         4
Vardas1680           Pavarde1680                      5        10         5         5         6         9         6         5
Vardas1681           Pavarde1681                      5         5         4         4         4         1         8         6
Vardas1682           Pavarde1682                      1         2         5         1         9         8         5        10
Vardas1683           Pavarde1683                      3         3         1         5         2         9         4         7
Vardas1684           Pavarde1684                      4         6         4         1         8         4         5         2
Vardas1685           Pavarde1685                      8         2         9         6         6        10         8         9
Vardas1686           Pavarde1686                      5         3         8        10         2         5         9        10
Vardas1687           Pavarde1687                      6        10         1         2         1         9         5         9
Vardas1688           Pavarde1688                      3         6         9         3         5        10         3         3
Vardas1689           Pavarde1689                      9         4         3         7         1         9        10         7
Vardas1690           Pavarde1690                     10        10         2         5         1         7         6         1
Vardas1691           Pavarde1691                      1         7        10         9         2         7         4         7
Vardas1692           Pavarde1692                      7        10         9         1         3         6         2         1
Vardas1693           Pavarde1693                      4         2         4         3         3        10         4         6
Vardas1694           Pavarde1694                      8         5         7        10         3         3         4         5
Vardas1695           Pavarde1695                      3         1         8         3         8         2         5         3
Vardas1696           Pavarde1696                     10         8         1         2         6         4        10         9
Vardas1697           Pavarde1697                      1         5         1         8         5         4         7         5
Vardas1698           Pavarde1698                      7         8         4         1         1         3         2         9
Vardas1699           Pavarde1699                      1         5         7         8         8         4         9         6
Vardas1700           Pavarde1700                      8         9         5         3         5         8         4         7
Vardas1701           Pavarde1701                      2         5         3         5         3         7         6         4
Vardas1702           Pavarde1702                      4         4         5         2         5         1        10         5
Vardas1703           Pavarde1703                      5         8         5         5         5         3        10         8
Vardas1704           Pavarde1704                      2         8         2         4         9         9         6         1
Vardas1705           Pavarde1705                      4         8         5         9         4         4         1         6
Vardas1706           Pavarde1706                      1         5         4         9         4         5         6         5
Vardas1707           Pavarde1707                      8         4         5         2         5        10         7         4
Vardas1708           Pavarde1708                      9         1         3         2         7         4         8        10
Vardas1709           Pavarde1709                      9         2         2         5         3        10        10         4
Vardas1710           Pavarde1710                      4         2        10         5         8         2         2         2
Vardas1711           Pavarde1711                      2         3         5         6         4         7        10         7
Vardas1712           Pavarde1712                      8         5         4         4         7         6         4         4
Vardas1713           Pavarde1713                      9         5         9         1         3         4         8         4
Vardas1714           Pavarde1714                      6        10         4         1         1         6         3         9
Vardas1715           Pavarde1715                      7         1         1         8         3        10         4         3
Vardas1716           Pavarde1716                      7         4         7        10         5         2         4         4
Vardas1717           Pavarde1717                      4         9         8         5         8         4        10         8
Vardas1718           Pavarde1718                      7        10        10         5         2        10        10        10
Vardas1719           Pavarde1719                     10         3         4         5         5         5         8         5
Vardas1720           Pavarde1720                      2         5         1         3         3        10         7         6
Vardas1721           Pavarde1721                      1         4         2         8         8         9         8         8
Vardas1722           Pavarde1722                      3         1         5         3         6         2         6        10
Vardas1723           Pavarde1723                     10         1         1         5         1         8         2         4
Vardas1724           Pavarde1724                      6        10         8         5         6         2         6         7
Vardas1725           Pavarde1725                      2         9         3         4         1         5         4         9
Vardas1726           Pavarde1726                      4         5         9         9         2         4         4         5
Vardas1727           Pavarde1727                      8         7         8         5         8         1         2         8
Vardas1728           Pavarde1728                      3         6         9         2         7         7         3        10
Vardas1729           Pavarde1729                      7        10         1         8         9         9        10         2
Vardas1730           Pavarde1730                     10         8        10         1         9         4         9         6
Vardas1731           Pavarde1731                      1         7         5         5         3        10         2         7
Vardas1732           Pavarde1732                      7         9         8         9         6         5         8         1
Vardas1733           Pavarde1733                      2         7         6         9         7         1         9         1
Vardas1734           Pavarde1734                      2         7         5         8         8         5         1         5
Vardas1735           Pavarde1735                      4         6         3         8         6         3         6         7
Vardas1736           Pavarde1736                      3         3         5         9         8         4         8         3
Vardas1737           Pavarde1737                      2         9         6         3         2         4         4         6
Vardas1738           Pavarde1738                      3        10        10         5         9         8         3         7
Vardas1739           Pavarde1739                     10         3         9        10         1         2        10         1
Vardas1740           Pavarde1740                      3         3         2         3         8         1         4         2
Vardas1741           Pavarde1741                     10         5         1         4         8         4         7         8
Vardas1742           Pavarde1742                      4         2         9         2         2         5         2         6
Vardas1743           Pavarde1743                      1        10        10         4         6         2         2         6
Vardas1744           Pavarde1744                      1         6         6         7         3         2         3         6
Vardas1745           Pavarde1745                     10         4         9        10         9         3         2        10
Vardas1746           Pavarde1746                      7         2         2         4         1         6        10         9
Vardas1747           Pavarde1747                      2         1         1        10         9         8         5         9
Vardas1748           Pavarde1748                      4         3         5         8         5         3         6         2
Vardas1749           Pavarde1749                      5         5         1         3         3         8         9         5
Vardas1750           Pavarde1750                      6         4         4         3         1         2         7         8
Vardas1751           Pavarde1751                      6         5         2         1         2         4         2         4
Vardas1752           Pavarde1752                      8         9         9         3         9         8         7         8
Vardas1753           Pavarde1753                     10         7         4         9         2         2         6         6
Vardas1754           Pavarde1754                      7         5         2         7         4         8         2         9
Vardas1755           Pavarde1755                      8         9         9         6         8         4         7         1
Vardas1756           Pavarde1756                      4         2         9         9         4         6         7         5
Vardas1757           Pavarde1757                      9         2         2         7         7         4         2         3
Vardas1758           Pavarde1758                      9         8         6        10         4         7         8         4
Vardas1759           Pavarde1759                      9         8         5         2         1         2         9         9
Vardas1760           Pavarde1760                     10         1         4         6         6         4         6         9
Vardas1761           Pavarde1761                     10        10         2         9         9         9         6         9
Vardas1762           Pavarde1762                      1         9         9         3        10         7         9        10
Vardas1763           Pavarde1763                      8         2         1         7         5         7         5         5
Vardas1764           Pavarde1764                      1         2         6         2         9        10         2         4
Vardas1765           Pavarde1765                      9        10         4         2         2         4         6         1
Vardas1766           Pavarde1766                      1        10         1        10         2         3         1         9
Vardas1767           Pavarde1767                     10         3         2         4         3         8         3         7
Vardas1768           Pavarde1768                      8         1         3         2        10         6         4         1
Vardas1769           Pavarde1769                      8         1         4         5         8         9         1         8
Vardas1770           Pavarde1770                      7         8         1        10        10         4         4         8
Vardas1771           Pavarde1771                      3         2         4         4         8         1        10         9
Vardas1772           Pavarde1772                      2         9         3         9         4         9         2         4
Vardas1773           Pavarde1773                     10         4         8         5         5         7         7         5
Vardas1774           Pavarde1774                      6         7         9         8         4         5         1         8
Vardas1775           Pavarde1775                      6         6         4         8        10         9         4         6
Vardas1776           Pavarde1776                      1        10         9         6         7         1         4         1
Vardas1777           Pavarde1777                      7         9         8         9         6         2        10         8
Vardas1778           Pavarde1778                      6         2         2         2         1        10         5         5
Vardas1779           Pavarde1779                      7         5         4         1         6         2         4         9
Vardas1780           Pavarde1780                      4         4         7         7         7        10         3         6
Vardas1781           Pavarde1781                      7         7         7         3         4         6        10         6
Vardas1782           Pavarde1782                      5        10         8         3         5         9         9         7
Vardas1783           Pavarde1783                      1         5         6         1         5         7         4         8
Vardas1784           Pavarde1784                      6         9         3         1         9         7         4         3
Vardas1785           Pavarde1785                      3         9         3         4         3         4         5         5
Vardas1786           Pavarde1786                      3         5         3         2         2         8        10         8
Vardas1787           Pavarde1787                     10         8        10        10         3         8         7        10
Vardas1788           Pavarde1788                      9         1        10         3         9        10         2         1
Vardas1789           Pavarde1789                      3         5         4         4         5         8         6         1
Vardas1790           Pavarde1790                     10         4         5         1         3         1         3         7
Vardas1791           Pavarde1791                      5         3         2        10         9         4         2         3
Vardas1792           Pavarde1792                      2         1        10         5         5         3         7         3
Vardas1793           Pavarde1793                      3         4         3         7         5         1         2         3
Vardas1794           Pavarde1794                      4         1        10         4         8         2         7        10
Vardas1795           Pavarde1795                      4         4         8         7         6         9         3         5
Vardas1796           Pavarde1796                     10        10         8         5         1         8        10         4
Vardas1797           Pavarde1797                      2         5         4         8         6         7         5         4
Vardas1798           Pavarde1798                      9         7         7         1         8         4         3         4
Vardas1799           Pavarde1799                      7         7         4         1         7         7         4         9
Vardas1800           Pavarde1800                      3         9         3         5         3         9         4         5
Vardas1801           Pavarde1801                      8         8         7         3         1         1         7         4
Vardas1802           Pavarde1802                      9         6         5         8         4         1         4         7
Vardas1803           Pavarde1803                      8         7         5         3         7         9        10         7
Vardas1804           Pavarde1804                      7         5         1         3         7         1        10         9
Vardas1805           Pavarde1805                      8         7         4         7        10         3         2         6
Vardas1806           Pavarde1806                     10         3         2         5         4         2         4         9
Vardas1807           Pavarde1807                      4         1         6         1         4         8         4         4
Vardas1808           Pavarde1808                      6         9         5         3         9         5         4         6
Vardas1809           Pavarde1809                      3         4         4         2         6         9         7        10
Vardas1810           Pavarde1810                      8         3         8         3         4         5         9        10
Vardas1811           Pavarde1811                      2        10         7         2         2         3         7         1
Vardas1812           Pavarde1812                      5         4         9         3         9         1         4         5
Vardas1813           Pavarde1813                      7         2         7         7         1         3         4         6
Vardas1814           Pavarde1814                      3         3         3         4         8         4         8         1
Vardas1815           Pavarde1815                      5         8        10         7         9         2         4         3
Vardas1816           Pavarde1816                      8         2         4         3         1        10         6         9
Vardas1817           Pavarde1817                      8         9         7         1        10         8         3         5
Vardas1818           Pavarde1818                      5         6         9         2         6         7         4         2
Vardas1819           Pavarde1819                      7        10         7        10         8         2         5         3
Vardas1820           Pavarde1820                      3         7         7         3         2         3         6         1
Vardas1821           Pavarde1821                      2         6         9         5         6         2         7         8
Vardas1822           Pavarde1822                     10         8         3        10         2         2         1         2
Vardas1823           Pavarde1823                      7         8         5         5         9         3         8         8
Vardas1824           Pavarde1824                      4         3         3         1         5         8         1         4
Vardas1825           Pavarde1825                      1         5         8         6         3         1         3         6
Vardas1826           Pavarde1826                      4         7         9         6         6         5         9         1
Vardas1827           Pavarde1827                      6         6         5         7         9         1         3         3
Vardas1828           Pavarde1828                      6         4         3         8         9         6         3         8
Vardas1829           Pavarde1829                      1         9         2         3         7         3         8         1
Vardas1830           Pavarde1830                      6        10         8         3         9         6         6         8
Vardas1831           Pavarde1831                      7         2         8         3         2         6         8         3
Vardas1832           Pavarde1832                      3         4         9         7         8         7         4         4
Vardas1833           Pavarde1833                      9         6        10         6         5         8         1         8
Vardas1834           Pavarde1834                      1        10         5         9         6         7         1         1
Vardas1835           Pavarde1835                      1         3         1        10         3         5         8         5
Vardas1836           Pavarde1836                      6         1         6         3        10         5         4         8
Vardas1837           Pavarde1837                      7         9         9         6         3         4         7         5
Vardas1838           Pavarde1838                     10        10         1         8         9         8         7         4
Vardas1839           Pavarde1839                      8        10         8         3         3         6         4         3
Vardas1840           Pavarde1840                      6         8         7         6         7         8         1         8
Vardas1841           Pavarde1841                      7         3         7         7         3        10         9         3
Vardas1842           Pavarde1842                      6        10         4         8         2         3         4         4
Vardas1843           Pavarde1843                      1        10        10        10         9        10         6         8
Vardas1844           Pavarde1844                      7         9        10         9         5         7         2         7
Vardas1845           Pavarde1845                      6         4         1         9         7         3         2         2
Vardas1846           Pavarde1846                      7        10         9         9         1         6         6        10
Vardas1847           Pavarde1847                      6         7         4         1         4         4         7         3
Vardas1848           Pavarde1848                      6         1         6         8         5         8         5         4
Vardas1849           Pavarde1849                      6         4         2         3         5         5         4         7
Vardas1850           Pavarde1850                      6         5         3         7        10         9         1         5
Vardas1851           Pavarde1851                      7        10        10         8        10         8         9         8
Vardas1852           Pavarde1852                      4         3         9         3        10         8         7         8
Vardas1853           Pavarde1853                      1        10         6         5         2        10         4         7
Vardas1854           Pavarde1854                      7         7         4         3         1         1         8         6
Vardas1855           Pavarde1855                      3         3         6         8         8         8         6         7
Vardas1856           Pavarde1856                     10         9         4        10         5         1         8        10
Vardas1857           Pavarde1857                      6         3         5         7         4         8         6         1
Vardas1858           Pavarde1858                      3         2         3        10         3         6         1         5
Vardas1859           Pavarde1859                      1         9         5         9         2        10         6         8
Vardas1860           Pavarde1860                      2         7         2         7         6         2         9         1
Vardas1861           Pavarde1861                      5         5         7         1         5         7         8         5
Vardas1862           Pavarde1862                      8         5         3         9         2         5         9         5
Vardas1863           Pavarde1863                      2         5         7        10        10         7         4         4
Vardas1864           Pavarde1864                      5         5         6         6         9         3         8         7
Vardas1865           Pavarde1865                      5         5         8         5         3        10         4         3
Vardas1866           Pavarde1866                      5         9         3         9         4         6         4         8
Vardas1867           Pavarde1867                      2         6         5         6         3         9         6         4
Vardas1868           Pavarde1868                      8        10         9         7         9         4         2         9
Vardas1869           Pavarde1869                      8         7         3         1         7         1         9         1
Vardas1870           Pavarde1870                      2         6         8         1         2        10         5         6
Vardas1871           Pavarde1871                      4         5        10         1         6         9         6         3
Vardas1872           Pavarde1872                     10         7        10         2         9         7         2         5
Vardas1873           Pavarde1873                      1         8         6         6         9         3         9        10
Vardas1874           Pavarde1874                      7         5         4         2         9         9         6         9
Vardas1875           Pavarde1875                      6         8         5         3        10         3         1         5
Vardas1876           Pavarde1876                      4         5         1         5         9         4         5         2
Vardas1877           Pavarde1877                      1         5         9         4        10         8         6         5
Vardas1878           Pavarde1878                     10         3         8         9         7         4         4         6
Vardas1879           Pavarde1879                      1         7         8         9         7         2         1         2
Vardas1880           Pavarde1880                      8         5         3         9         2         8         7         6
Vardas1881           Pavarde1881                     10         8         7         4        10         1         3         1
Vardas1882           Pavarde1882                      6         5         1         8         4         6         9         9
Vardas1883           Pavarde1883                      1         7         1         7        10         2         5         2
Vardas1884           Pavarde1884                      6         1        10         3         8         2         7         1
Vardas1885           Pavarde1885                     10         6         3         3         3         9         6         6
Vardas1886           Pavarde1886                     10         5         6        10         1         5         2         1
Vardas1887           Pavarde1887                      8         7        10         1         8         1         5         3
Vardas1888           Pavarde1888                      4         5         3         4         9         4         7         7
Vardas1889           Pavarde1889                      5        10         9         4         5         5         9         3
Vardas1890           Pavarde1890                      7         1         2        10         9         7         3         9
Vardas1891           Pavarde1891                      3         8         6        10         2         9        10         1
Vardas1892           Pavarde1892                      2         8         2        10         6         2         6         1
Vardas1893           Pavarde1893                      1         8         1         8         1         2        10         5
Vardas1894           Pavarde1894                      7         8         5         6         8         5         9         1
Vardas1895           Pavarde1895                      8         7        10         5         7         3         2         9
Vardas1896           Pavarde1896                      8         9         3         8         5         7         3         7
Vardas1897           Pavarde1897                      5         7        10        10         5         3         3         1
Vardas1898           Pavarde1898                      4         3         9         5         2         4         6        10
Vardas1899           Pavarde1899                      8         9         7         6         7         8         9         8
Vardas1900           Pavarde1900                      3         6         1         5         1        10         4         3
Vardas1901           Pavarde1901                     10         6         3         6         7         4         2         8
Vardas1902           Pavarde1902                      3         2         3        10        10         5         2         7
Vardas1903           Pavarde1903                      4         3         9        10         2         3         1         2
Vardas1904           Pavarde1904                      5         7         2         6         7         1         4         2
Vardas1905           Pavarde1905                     10         7         9         8         4         5        10         8
Vardas1906           Pavarde1906                      1         7         3         4         6         6         2         6
Vardas1907           Pavarde1907                      1         1         9         2         4         8         5         3
Vardas1908           Pavarde1908                      9         8        10         5         8         4        10         1
Vardas1909           Pavarde1909                      3         2         5         5         5         4         6         9
Vardas1910           Pavarde1910                      7         4         4         5         2        10         2         7
Vardas1911           Pavarde1911                      1         7         8         4         6         6        10         3
Vardas1912           Pavarde1912                      6         2         9         9         3         9         3        10
Vardas1913           Pavarde1913                      8         7         2         3         3         2         8         7
Vardas1914           Pavarde1914                      9         6         3         7         8         5         6        10
Vardas1915           Pavarde1915                      6         4         9         5         9         4         7         9
Vardas1916           Pavarde1916                      2         6         2         9         3         1        10         7
Vardas1917           Pavarde1917                     10         5         3         9        10        10         1         8
Vardas1918           Pavarde1918                      3         9         9         3         8         8        10         5
Vardas1919           Pavarde1919                      7         7         9         3         5         2         9         2
Vardas1920           Pavarde1920                      1         1         6         2         5         9         5         6
Vardas1921           Pavarde1921                     10         8         7         6         6         3         5         7
Vardas1922           Pavarde1922                      8         6         4         8        10         3         3         2
Vardas1923           Pavarde1923                      2         8         8         5         4        10         7        10
Vardas1924           Pavarde1924                      8         3        10         9         9        10         1         1
Vardas1925           Pavarde1925                      7         9         3         6         6         5         5         4
Vardas1926           Pavarde1926                      1         3        10         1         8         4         6         8
Vardas1927           Pavarde1927                      8         8         5        10         5         4         8         3
Vardas1928           Pavarde1928                      7         8         4         8         8         1         9         3
Vardas1929           Pavarde1929                      3         5        10         5         8         1         4         6
Vardas1930           Pavarde1930                      5         3         9         1         8         7         5         8
Vardas1931           Pavarde1931                      9         4         7         1         6         1         4         3
Vardas1932           Pavarde1932                      1         4         6         1         8         7         1         9
Vardas1933           Pavarde1933                      7        10         7         1         5         4         9         6
Vardas1934           Pavarde1934                      9        10         5         6         6         1         2         2
Vardas1935           Pavarde1935                      4         9         3         8         9        10         2         5
Vardas1936           Pavarde1936                      8         3         2         7        10         9         8         9
Vardas1937           Pavarde1937                      6         9         7         2         1         5         6         8
Vardas1938           Pavarde1938                      6         8         9         4         7         8        10         7
Vardas1939           Pavarde1939                      9         6         7         1         5        10         6         1
Vardas1940           Pavarde1940                      6         4         6         7         6         9         1         1
Vardas1941           Pavarde1941                      7         3         5         4         3         2         7         7
Vardas1942           Pavarde1942                      1         7         6         8         6         7         1         7
Vardas1943           Pavarde1943                      2         9         8         5         7         4        10         3
Vardas1944           Pavarde1944                      4         2         7         8         7         3         9         6
Vardas1945           Pavarde1945                      1         8         2         9         3         7         8         3
Vardas1946           Pavarde1946                      8         4        10         2         8         8         4        10
Vardas1947           Pavarde1947                      5         8         2         9         2         4         6         4
Vardas1948           Pavarde1948                     10         2         1         5         6         8         2         5
Vardas1949           Pavarde1949                      7         1         6         5        10         8         7         3
Vardas1950           Pavarde1950                      3         1         5         3         5        10         6         4
Vardas1951           Pavarde1951                      3         2         6         8         7         7         5         6
Vardas1952           Pavarde1952                      8         9         9         4         8         7         6         1
Vardas1953           Pavarde1953                      4         9         9         2        10         6         9         9
Vardas1954           Pavarde1954                      7         5         9         6         5         8         1         7
Vardas1955           Pavarde1955                      7         9         1         5         1         8         2         9
Vardas1956           Pavarde1956                      6         5         9         2         3         1         3         3
Vardas1957           Pavarde1957                      6         9         9         3         2         2        10         9
Vardas1958           Pavarde1958                      5         5         4         9         1         4         6         7
Vardas1959           Pavarde1959                      7         2         9        10         8         2         8         9
Vardas1960           Pavarde1960                      5         2         6         8         5         8         2         2
Vardas1961           Pavarde1961                     10         5         3         6         1         6         7        10
Vardas1962           Pavarde1962                     10         2         6         8         3         8         2         7
Vardas1963           Pavarde1963                      7         7         7         6         8        10         4         4
Vardas1964           Pavarde1964                      8         6         3         5         6         8         1         3
Vardas1965           Pavarde1965                      5         5         3         4         8         7        10         6
Vardas1966           Pavarde1966                      5         7         7         6         7         6         6         5
Vardas1967           Pavarde1967                      7         4         9        10         1         8         5         9
Vardas1968           Pavarde1968                      9         5         8         3         8         3         5         5
Vardas1969           Pavarde1969                      1         2        10         8         5         2         8        10
Vardas1970           Pavarde1970                      5        10         7         2         7         3         6         5
Vardas1971           Pavarde1971                      2         4         1         6         6         6         3         2
