Vardas                   Pavarde                    ND1       ND2       ND3       ND4       ND5       ND6       ND7      Egz.
Vardas4111           Pavarde4111                      2         2         6         9         5         4         5         1
Vardas4112           Pavarde4112                      5         6         2         1         1         7        10         8
Vardas4113           Pavarde4113                      9         8         5         4         1         9         4         7
Vardas4114           Pavarde4114                      6        10        10         6         1         6         5         5
Vardas4115           Pavarde4115                     10         7         4         3        10         8         8         9
Vardas4116           Pavarde4116                      5        10         7         9         7         5        10         1
Vardas4117           Pavarde4117                      2         3         1         9         1         1         3         8
Vardas4118           Pavarde4118                      1         5         4         7        10         7         4         2
Vardas4119           Pavarde4119                      2         3        10         4         4         2         3         6
Vardas4120           Pavarde4120                      7         3        10         9         4         7         1         9
Vardas4121           Pavarde4121                     10         5         8         6         1         5         9         9
Vardas4122           Pavarde4122                     10         2         7         9         6         8         9         2
Vardas4123           Pavarde4123                      8         6         2         6         6         1         2        10
Vardas4124           Pavarde4124                      2         6         8         4         6         7         3         9
Vardas4125           Pavarde4125                      1         9         1         7         8         5         8         5
Vardas4126           Pavarde4126                      8         7         3         2         8         1         8         1
Vardas4127           Pavarde4127                     10         1         6         2         8         9         7         2
Vardas4128           Pavarde4128                     10         7         7        10         9         9         7        10
Vardas4129           Pavarde4129                      5         8         5         5         8         4         3         9
Vardas4130           Pavarde4130                      8         8         5        10         2         2         3         5
Vardas4131           Pavarde4131                      4         9        10        10         1         7         1         2
Vardas4132           Pavarde4132                      9         6         8         9         5         8        10         3
Vardas4133           Pavarde4133                     10         9         4        10         2         7         4         2
Vardas4134           Pavarde4134                      4         7         8         9         7         3         1         1
Vardas4135           Pavarde4135                      9         5         6         5         2         8         5         2
Vardas4136           Pavarde4136                      6         8         6         7        10         2        10         1
Vardas4137           Pavarde4137                      4        10         6         6         8        10         4         8
Vardas4138           Pavarde4138                      2         4         2         3         7         3         3         5
Vardas4139           Pavarde4139                      7         8         6         8         6         2         6         4
Vardas4140           Pavarde4140                      4         9         3         9         1         6         1         6
Vardas4141           Pavarde4141                      5         5         4         8         7         4         3         4
Vardas4142           Pavarde4142                      8         6         1        10         3         6         5        10
Vardas4143           Pavarde4143                      4         6         8        10         2         6         2         4
Vardas4144           Pavarde4144                      5         8         9         5         9        10        10         4
Vardas4145           Pavarde4145                      2         8         1         7         8         8         7         9
Vardas4146           Pavarde4146                     10         8         5         4         4         1        10         3
Vardas4147           Pavarde4147                      5         3         7         2         9        10         3         8
Vardas4148           Pavarde4148                      7        10         1         3         6         4         7        10
Vardas4149           Pavarde4149                      6         1         3         2         9         9         8         7
Vardas4150           Pavarde4150                      7        10         9         2         5         4         9         4
Vardas4151           Pavarde4151                      4         3         6         1         2         5         2         6
Vardas4152           Pavarde4152                      6         9         6        10         7         4         2         4
Vardas4153           Pavarde4153                      1         2         5         7         2         6         3         6
Vardas4154           Pavarde4154                      6         2         9         8        10         1         8         9
Vardas4155           Pavarde4155                      8         8         5         6         5         5         8         4
Vardas4156           Pavarde4156                      4         1         8         1         2        10         8         5
Vardas4157           Pavarde4157                      5         6         4         6         3         3         1         4
Vardas4158           Pavarde4158                      5         4         2         4         9         9         7         9
Vardas4159           Pavarde4159                      2         9         4        10         1         7         4         9
Vardas4160           Pavarde4160                     10         9         8         5         3         5         3         9
Vardas4161           Pavarde4161                      8         5        10         2         7         1         4         2
Vardas4162           Pavarde4162                      5         4         4         3         3         2         5        10
Vardas4163           Pavarde4163                      4         8        10         9         3         6         2         5
Vardas4164           Pavarde4164                     10         4         8         8         4         1         3         2
Vardas4165           Pavarde4165                      5         3        10         1         4         7         8         6
Vardas4166           Pavarde4166                      3         3         8         7         6         6         6         3
Vardas4167           Pavarde4167                      3         9         6         3         3         4         6         9
Vardas4168           Pavarde4168                      2         8        10         1         1         3         1         9
Vardas4169           Pavarde4169                      6         9         6         9         7         8         5         2
Vardas4170           Pavarde4170                      1         6        10         2         7         9         7         2
Vardas4171           Pavarde4171                     10         4         6         5         4         2         8        10
Vardas4172           Pavarde4172                      5         9         2         3         8         1         2         5
Vardas4173           Pavarde4173                      4         5         3         4         4         3         4         1
Vardas4174           Pavarde4174                      1        10         4         3         3         3         1         3
Vardas4175           Pavarde4175                     10         3        10         2         9        10         5         9
Vardas4176           Pavarde4176                      7        10         5         9         2        10         2         6
Vardas4177           Pavarde4177                      5         8         4         9         1         3         8         6
Vardas4178           Pavarde4178                      7         8         7         7         8         6         1        10
Vardas4179           Pavarde4179                      2        10         6         2         5         5         7         1
Vardas4180           Pavarde4180                      1        10         6         6         1         8         4         6
Vardas4181           Pavarde4181                      1         7         7        10        10        10         5         4
Vardas4182           Pavarde4182                      7         9         6         5         7         8         9         3
Vardas4183           Pavarde4183                      8         9         8         8         8         6         9         1
Vardas4184           Pavarde4184                      6         2         8         7         8         9         4        10
Vardas4185           Pavarde4185                      1         1         6         6        10         7         6        10
Vardas4186           Pavarde4186                      4         5         2        10         6         5         3        10
Vardas4187           Pavarde4187                      2         6         9         9         8        10         4         1
Vardas4188           Pavarde4188                      9        10         5         5         2         1         6         6
Vardas4189           Pavarde4189                      1         1         8         4         2         8         3         7
Vardas4190           Pavarde4190                      1         7         7         4         1         8         3         9
Vardas4191           Pavarde4191                      5         7         6         1         4         4         7         9
Vardas4192           Pavarde4192                     10         1         3         4         2         8         1         5
Vardas4193           Pavarde4193                      2         3         9        10         3         3         7        10
Vardas4194           Pavarde4194                     10         5         3         3         6         6         1         2
Vardas4195           Pavarde4195                      2         2         8         4         4         4         3         5
Vardas4196           Pavarde4196                      7         5         5         3         9         4        10         8
Vardas4197           Pavarde4197                      9         6         5         8         1         5         3         2
Vardas4198           Pavarde4198                      9         6         9         3         5         6         9         8
Vardas4199           Pavarde4199                      6         5         2         8         7         8         3         2
Vardas4200           Pavarde4200                      5         5         7         6         2         2         3         4
Vardas4201           Pavarde4201                     10        10         7         6         1         2         4         3
Vardas4202           Pavarde4202                      9         1         5         4         8         7         9         9
Vardas4203           Pavarde4203                      6        10        10         2         9         5         3         7
Vardas4204           Pavarde4204                      4        10         6         3         2         3         4         4
Vardas4205           Pavarde4205                      1         4         9         5         6         9         8         5
Vardas4206           Pavarde4206                      7         9         2        10         5         8         6        10
Vardas4207           Pavarde4207                      2         6         8        10         9         9         6         5
Vardas4208           Pavarde4208                      9         5         1         9         8         7        10         7
Vardas4209           Pavarde4209                      1         3         3         5         1         6         1         8
Vardas4210           Pavarde4210                      7        10         1         7         5        10        10         9
Vardas4211           Pavarde4211                      3        10         2         8         3        10         6         3
Vardas4212           Pavarde4212                      9         2         5        10         9         6         2         7
Vardas4213           Pavarde4213                      6         1         5         2        10         7         9        10
Vardas4214           Pavarde4214                      3         1         3         6         4         6         9         7
Vardas4215           Pavarde4215                      7         3         6         6         6         1         6         7
Vardas4216           Pavarde4216                      4         3         4         8         5         2         2         9
Vardas4217           Pavarde4217                      2        10         6         1         6         3         8        10
Vardas4218           Pavarde4218                      4         7         1         9         9         9         7         4
Vardas4219           Pavarde4219                     10         9         6         7         1         5         7         6
Vardas4220           Pavarde4220                      5        10         7         4         1         4         1         3
Vardas4221           Pavarde4221                     10         2         3         7         7         1         4         6
Vardas4222           Pavarde4222                      4         8         5         1         6        10         5         6
Vardas4223           Pavarde4223                      7         9         2         2         2         6         2         9
Vardas4224           Pavarde4224                      1         1         5         6         9         9         3         6
Vardas4225           Pavarde4225                      2         7         3         9         2         7         7         5
Vardas4226           Pavarde4226                      6         8         7         7        10         2         9         2
Vardas4227           Pavarde4227                      1         9         4         4         7         6         2         5
Vardas4228           Pavarde4228                      7         4         6         9         9         6         2         4
Vardas4229           Pavarde4229                      6        10         1         3         9         1         4        10
Vardas4230           Pavarde4230                      8         2         5         7         5         4         8         9
Vardas4231           Pavarde4231                      9         5         1         7         5         7        10        10
Vardas4232           Pavarde4232                      1         5         2         6         1         7         2        10
Vardas4233           Pavarde4233                      1        10         2         8         3         1         3         1
Vardas4234           Pavarde4234                     10         5         2         3         9         1         1         5
Vardas4235           Pavarde4235                      5         4         7         5         3        10         6        10
Vardas4236           Pavarde4236                      1         1        10         8         5         9         7         7
Vardas4237           Pavarde4237                      7         7         8         9         7         6         7         5
Vardas4238           Pavarde4238                      3         9         7         7         3         1         5         8
Vardas4239           Pavarde4239                      9         5         4         3         4         8         2        10
Vardas4240           Pavarde4240                      7         9         2         8         3         5         6        10
Vardas4241           Pavarde4241                      7         6         7         5         1         8         2         5
Vardas4242           Pavarde4242                      8         2         8         2         6         3         8         5
Vardas4243           Pavarde4243                      2         1         5         5         1         3         4         6
Vardas4244           Pavarde4244                      3        10         1         9        10         7         5         4
Vardas4245           Pavarde4245                     10         3         2         3         5         9         8         7
Vardas4246           Pavarde4246                      7         6         4         9         7         2         6         8
Vardas4247           Pavarde4247                      8         6         9         9         7         3         4         6
Vardas4248           Pavarde4248                      2         2         3         1         2         6         5         9
Vardas4249           Pavarde4249                      8         9         4        10        10         2         1         7
Vardas4250           Pavarde4250                      8         2        10         4         3         1         1         9
Vardas4251           Pavarde4251                      6         8         3        10         1         3         2         2
Vardas4252           Pavarde4252                     10         3         9         2         9         7         2         1
Vardas4253           Pavarde4253                      9         3         7         7         1         1         1         1
Vardas4254           Pavarde4254                      6         8         5        10         1         9        10         4
Vardas4255           Pavarde4255                      5         1         3         7        10         1         2         5
Vardas4256           Pavarde4256                      6         8         1         2        10         8         4         9
Vardas4257           Pavarde4257                      3        10         7         6         4        10         2        10
Vardas4258           Pavarde4258                      9         2         6         1         3         8         6         7
Vardas4259           Pavarde4259                     10         6         8         4         7         1         5        10
Vardas4260           Pavarde4260                      7         5         8         2         8         5         1         7
Vardas4261           Pavarde4261                      5         6         8         4         1         9         3         8
Vardas4262           Pavarde4262                      6         1         2         6         8         6         5         3
Vardas4263           Pavarde4263                      3         2         7         8         9         9         8         7
Vardas4264           Pavarde4264                      8         8         1         7         4        10         6         9
Vardas4265           Pavarde4265                      1         6         8         2         4         6         6         1
Vardas4266           Pavarde4266                      7         2         9         8        10         9        10         5
Vardas4267           Pavarde4267                     10         3        10         8         5         9         5         9
Vardas4268           Pavarde4268                      5        10         6         4         2         1         9         3
Vardas4269           Pavarde4269                      3         3         5         6         9         1         7         5
Vardas4270           Pavarde4270                      7        10         2         2        10         5         6         5
Vardas4271           Pavarde4271                      5         4         3        10         5        10         5         6
Vardas4272           Pavarde4272                      5         8         4         2         5         7         1         2
Vardas4273           Pavarde4273                      5         3         4         2         3         4         4         6
Vardas4274           Pavarde4274                     10         6         2        10         3         5         9         5
Vardas4275           Pavarde4275                     10         5         3         1         4         4         6         2
Vardas4276           Pavarde4276                     10         4        10         6         8         6         6         5
Vardas4277           Pavarde4277                     10         7         6        10         7         7         7        10
Vardas4278           Pavarde4278                      4         9         6         6         2         9         6         9
Vardas4279           Pavarde4279                      7        10         6         2         1         4         4         4
Vardas4280           Pavarde4280                      9         9         3         6         9        10        10         3
Vardas4281           Pavarde4281                      5         4        10         8         2         9         7         4
Vardas4282           Pavarde4282                      4         3         9         9         1         6         4         5
Vardas4283           Pavarde4283                      5        10         2         8         1        10        10        10
Vardas4284           Pavarde4284                      4        10         3         9         5         3         5        10
Vardas4285           Pavarde4285                      4         9        10        10         9         1         2         2
Vardas4286           Pavarde4286                      7        10         7         5         9         8         9        10
Vardas4287           Pavarde4287                      7         6        10         6         1         4         4         7
Vardas4288           Pavarde4288                      6         4         2         7         8         5         4         2
Vardas4289           Pavarde4289                      3         2         4         1         1         2         3         2
Vardas4290           Pavarde4290                      6         4         2         7        10         4         8         5
Vardas4291           Pavarde4291                      3         3         7         1         5         2         9         7
Vardas4292           Pavarde4292                      7         6         4         7         3         2         3         2
Vardas4293           Pavarde4293                     10         9         6         2        10         9         3         4
Vardas4294           Pavarde4294                      1         9         7         6         6         1         6         7
Vardas4295           Pavarde4295                      3         7         7         2         8         4         4        10
Vardas4296           Pavarde4296                      7         6         2         4         1         7         1         5
Vardas4297           Pavarde4297                      4         3         8         1         6        10         2         4
Vardas4298           Pavarde4298                      8        10         6         8         1         8         7         7
Vardas4299           Pavarde4299                      8         3        10         6         6         6        10         1
Vardas4300           Pavarde4300                      7         5         9         9        10         5         3         8
Vardas4301           Pavarde4301                      5         1         5         6         2         8         9         8
Vardas4302           Pavarde4302                      6         8         6         3         3         9         6         7
Vardas4303           Pavarde4303                      9         9         6         8         7         1         7         3
Vardas4304           Pavarde4304                      9         3        10         1        10        10         4         8
Vardas4305           Pavarde4305                      6         9        10         2         7         7         8         6
Vardas4306           Pavarde4306                      2         1         4         9         6         7         1         5
Vardas4307           Pavarde4307                      7         1         6         2         9         7         8        10
Vardas4308           Pavarde4308                      6         8         2         6         4         7         9         6
Vardas4309           Pavarde4309                      9         8         8         3        10        10         6         7
Vardas4310           Pavarde4310                      2         6         5         9         3         7         6         4
Vardas4311           Pavarde4311                      9         1         1         2         8         8         3        10
Vardas4312           Pavarde4312                      2         6         6         3         3        10         9        10
Vardas4313           Pavarde4313                     10         6         5         8         9         4         7         9
Vardas4314           Pavarde4314                      8         3         8        10         7         6        10         7
Vardas4315           Pavarde4315                      8         8         8         4         6        10         1         8
Vardas4316           Pavarde4316                      9         1         4         1         6        10         2         6
Vardas4317           Pavarde4317                     10         6         1         1         5         8         3         9
Vardas4318           Pavarde4318                      9         7         8         7         4         6         6         7
Vardas4319           Pavarde4319                      3         7         5        10         3         4        10         4
Vardas4320           Pavarde4320                      5        10         6         8         6         7         3         9
Vardas4321           Pavarde4321                     10         3         9         8         2         4         2         2
Vardas4322           Pavarde4322                      9         7         9         5         7         6         1         4
Vardas4323           Pavarde4323                      3         6        10         1         3         8         3         6
Vardas4324           Pavarde4324                      2         9         4         7         3         7        10        10
Vardas4325           Pavarde4325                      7         5        10         9         9         6         2         8
Vardas4326           Pavarde4326                      8        10         1         8         5        10        10         6
Vardas4327           Pavarde4327                      6        10         9         4         4         2         9         8
Vardas4328           Pavarde4328                      3         1        10         8         2         6         3         5
Vardas4329           Pavarde4329                      5         9         9         3         7        10         5         1
Vardas4330           Pavarde4330                     10        10         9         8         7         7         2         3
Vardas4331           Pavarde4331                      1         5         8         9         8         4         7         9
Vardas4332           Pavarde4332                      4         1         1         3         2         5         1         7
Vardas4333           Pavarde4333                      8         3         5         1         2         2         8         9
Vardas4334           Pavarde4334                      8        10        10         1        10         1         5         3
Vardas4335           Pavarde4335                      9         1         8         9         4         4         1         8
Vardas4336           Pavarde4336                      1         3         3         6         5         5         5         1
Vardas4337           Pavarde4337                      6         5        10         1         2         2         8         7
Vardas4338           Pavarde4338                      1        10         8         1         5         2         7         5
Vardas4339           Pavarde4339                      5        10         2        10         1         1         7         9
Vardas4340           Pavarde4340                      4         8         7         9         2         3         6         2
Vardas4341           Pavarde4341                      7         3        10         5         6        10        10         4
Vardas4342           Pavarde4342                     10         4         6         6         8         2         7         9
Vardas4343           Pavarde4343                      8         5         2         4         9         1        10        10
Vardas4344           Pavarde4344                      6        10         4         5         1         8         2        10
Vardas4345           Pavarde4345                      6        10         7         6         2         4         9         4
Vardas4346           Pavarde4346                      5         4         5         1         5        10         1         7
Vardas4347           Pavarde4347                      3         7         5         2         2         5         2         3
Vardas4348           Pavarde4348                     10         7         6         7         4         1         9         9
Vardas4349           Pavarde4349                      4         1         5         6         7         3         3         9
Vardas4350           Pavarde4350                      6         3        10         4         6         3         2        10
Vardas4351           Pavarde4351                      1         6         2         7        10         3         6         9
Vardas4352           Pavarde4352                      8         3         9         7         5         9         9         5
Vardas4353           Pavarde4353                      9         8         3         6         3         3         4         2
Vardas4354           Pavarde4354                      9         3         5         8         5         5         9         9
Vardas4355           Pavarde4355                      1         5         1         3         8        10         2        10
Vardas4356           Pavarde4356                      2         8         8         1         1         7         8         8
Vardas4357           Pavarde4357                     10         3         6         3         5         4         8         3
Vardas4358           Pavarde4358                      6         6         1         6         2         9         4         2
Vardas4359           Pavarde4359                      6         3        10         5         3         4         8         1
Vardas4360           Pavarde4360                      4         7        10         6         7         2         8         3
Vardas4361           Pavarde4361                      7         6        10         4         2         8         2         8
Vardas4362           Pavarde4362                      8         5         6         3         2         7        10         7
Vardas4363           Pavarde4363                      6         9         4         7         9         5         6         3
Vardas4364           Pavarde4364                      9        10         2         8         4         6         5         2
Vardas4365           Pavarde4365                      5         6         9        10         6         6         5         6
Vardas4366           Pavarde4366                      9         9         2         5        10         7         2         7
Vardas4367           Pavarde4367                     10         4         5         9        10        10         1         9
Vardas4368           Pavarde4368                      5         9         7         3         9         4         3         3
Vardas4369           Pavarde4369                     10         5         2         1         7         7         8         9
Vardas4370           Pavarde4370                      8         8         8        10         1         8        10         7
Vardas4371           Pavarde4371                      8         4        10         2         9         1         8         9
Vardas4372           Pavarde4372                      3         2         5         7         3         2         4         4
Vardas4373           Pavarde4373                      9         1         4         9         6         2         6         7
Vardas4374           Pavarde4374                     10         7         7        10         4         5         8         8
Vardas4375           Pavarde4375                      4         2         9         4         7         1         7         7
Vardas4376           Pavarde4376                      9         7        10         9         9         2         5         3
Vardas4377           Pavarde4377                      8         7        10         6         2         8         1         4
Vardas4378           Pavarde4378                      9         4         8         7         2         7         7         5
Vardas4379           Pavarde4379                      8         1         8         7         9         4         8         2
Vardas4380           Pavarde4380                     10         3         1         2         6         6         1         5
Vardas4381           Pavarde4381                      6         1         7         5         2         7         8        10
Vardas4382           Pavarde4382                     10         3         9         8         6         6         6         2
Vardas4383           Pavarde4383                      1         9         4        10        10         5         3         7
Vardas4384           Pavarde4384                      9         8         7         6         7         9         5         9
Vardas4385           Pavarde4385                      1         5         4         4        10         5         8         2
Vardas4386           Pavarde4386                      3         3         4         5         3         4         1        10
Vardas4387           Pavarde4387                      9         2         7        10         2         7         8         4
Vardas4388           Pavarde4388                      5         5         7         6         4         7         7        10
Vardas4389           Pavarde4389                      9         5         3         3         8        10         6         5
Vardas4390           Pavarde4390                      7         2         3         9         7         2         7         5
Vardas4391           Pavarde4391                      7         1         3         6         6         5         4         4
Vardas4392           Pavarde4392                      8         7         1         7         6         8        10         9
Vardas4393           Pavarde4393                      9         3         4         7         9         3         3         6
Vardas4394           Pavarde4394                      7         3         4         7         6         3         7         2
Vardas4395           Pavarde4395                      1         2         6        10         5         3         8         8
Vardas4396           Pavarde4396                      2         4         1         4         1         5         8         1
Vardas4397           Pavarde4397                      4         6        10         7         3         5         8         9
Vardas4398           Pavarde4398                      4        10         5         7         3         2        10         2
Vardas4399           Pavarde4399                      2         9        10         9         1         6         7         6
Vardas4400           Pavarde4400                      4         3         5         5         3         9         1         8
Vardas4401           Pavarde4401                      4         8         3         3         4         3         5         4
Vardas4402           Pavarde4402                      5         4         8         6         1         7         8         3
Vardas4403           Pavarde4403                      2         1         1         6         8         4         2         7
Vardas4404           Pavarde4404                      7         8         2         5         9         3        10         3
Vardas4405           Pavarde4405                      8         6         9         9         9         2         4         7
Vardas4406           Pavarde4406                      8         3         2         1         6         5         7         6
Vardas4407           Pavarde4407                      1         8         5         2        10         6         1         9
Vardas4408           Pavarde4408                      3         7         2         8         4         1         9         3
Vardas4409           Pavarde4409                      2         8         8         6         3         5         2         2
Vardas4410           Pavarde4410                      7        10         6         1         5         2         9         7
Vardas4411           Pavarde4411                     10         5         6         6         2        10         6         3
Vardas4412           Pavarde4412                      9         5        10         2         9         1         5         9
Vardas4413           Pavarde4413                      2         5         3         4         1         7         9         7
Vardas4414           Pavarde4414                      6         2         2         1         7         8         9         8
Vardas4415           Pavarde4415                      9         9         3         9         8         7         5         3
Vardas4416           Pavarde4416                      9         8         9         6         4         1         3        10
Vardas4417           Pavarde4417                      9         9         7         2         2         3         2         9
Vardas4418           Pavarde4418                      9         5         5         9         1        10         3         7
Vardas4419           Pavarde4419                      2        10         3         5         8         7         1        10
Vardas4420           Pavarde4420                     10         1         6         2         4         6         1         9
Vardas4421           Pavarde4421                      1         5         4         1         5         4         5         2
Vardas4422           Pavarde4422                      5         2         3         4         3         5         4         9
Vardas4423           Pavarde4423                     10        10         9         4         2         1         3         8
Vardas4424           Pavarde4424                      1         4         4        10        10         8         5         9
Vardas4425           Pavarde4425                      7         9         5         1         2         6         5         9
Vardas4426           Pavarde4426                      7         8         2        10         7         4         8         9
Vardas4427           Pavarde4427                      6        10         5         6         4         9         2         4
Vardas4428           Pavarde4428                      2         8         3         2         7         6         8         4
Vardas4429           Pavarde4429                      4         9         3         6         9         4         9         9
Vardas4430           Pavarde4430                      4         4         8         7         6         9         9        10
Vardas4431           Pavarde4431                      6        10         9         2         6         6         3         3
Vardas4432           Pavarde4432                      1        10         5         1         1        10         8         3
Vardas4433           Pavarde4433                      5         4         6         9         6         9         6         3
Vardas4434           Pavarde4434                      3         1         9         5         4         4         5         3
Vardas4435           Pavarde4435                      9         4         7         1         9         1         8         2
Vardas4436           Pavarde4436                      5         5         5        10         5        10         4        10
Vardas4437           Pavarde4437                      1         2         5         2         4         7         5         9
Vardas4438           Pavarde4438                      7         3         3        10         9         3         1         1
Vardas4439           Pavarde4439                      7         1         6         5        10         1         6        10
Vardas4440           Pavarde4440                      3         1         3         5         5         5         2        10
Vardas4441           Pavarde4441                      7         8         8         1         9         8         8         7
Vardas4442           Pavarde4442                      8         5         4        10         1         7         3         1
Vardas4443           Pavarde4443                      2         9         8         8         7        10         7         6
Vardas4444           Pavarde4444                      8         3         9         5         2         8         5         9
Vardas4445           Pavarde4445                      9         5         7        10         7         6         2        10
Vardas4446           Pavarde4446                      1         4         5         6         3         2         7         4
Vardas4447           Pavarde4447                      5         9         1         4         1        10         1         3
Vardas4448           Pavarde4448                      7         3         6         3         2         5         6         4
Vardas4449           Pavarde4449                      5         1         1         3         8         8         4         6
Vardas4450           Pavarde4450                      8         1         8        10         4         2         4         4
Vardas4451           Pavarde4451                      8         7         6        10        10         3         1         7
Vardas4452           Pavarde4452                      7         1         3        10        10         4         4         3
Vardas4453           Pavarde4453                      5         6         8         4         9         9        10         6
Vardas4454           Pavarde4454                     10         4         7         2         1         8         9         4
Vardas4455           Pavarde4455                      4        10         8         3         7         2        10         7
Vardas4456           Pavarde4456                      6        10         5         6        10         2         4         5
Vardas4457           Pavarde4457                      4         5         9         4         9         5         7         3
Vardas4458           Pavarde4458                     10         5         8         8         3         5         2         2
Vardas4459           Pavarde4459                      6         2         1         6         7         8         9         4
Vardas4460           Pavarde4460                      4         2         9         2         9         9         6         2
Vardas4461           Pavarde4461                      3         2         5         1         5         3         3         2
Vardas4462           Pavarde4462                      4         5         8         1         7         1        10         4
Vardas4463           Pavarde4463                      3         3        10         7         9        10         3         2
Vardas4464           Pavarde4464                      1         1         6         6         8         1         8         5
Vardas4465           Pavarde4465                      2         1         9         2         6         8         1         5
